Id	Content	
301300081	ID为5的建筑升级到一级	
301300091	总采集ID为2 的资源100	
301300101	采集ID2的资源1000	
301300111	研究两次科技	
301300121	ID为3的科技升到1级	
301300131	击杀ID2的怪物10个	
301300141	训练20个步兵	
301300151	共训练200个士兵	
301300161	升级ID为4的建筑到2级	
105000100	1级野怪	
105000200	2级野怪	
105000300	3级野怪	
105000400	4级野怪	
105000500	5级野怪	
105000600	6级野怪	
105000700	7级野怪	
105000800	8级野怪	
105000900	9级野怪	
105001000	10级野怪	
105001100	11级野怪	
105001200	12级野怪	
105001300	13级野怪	
105001400	14级野怪	
105001500	15级野怪	
105001600	16级野怪	
105001700	17级野怪	
105001800	18级野怪	
105001900	19级野怪	
105002000	20级野怪	
105002100	21级野怪	
105002200	22级野怪	
105002300	23级野怪	
105002400	24级野怪	
105002500	25级野怪	
301200170	测试任务1	
301200180	测试任务2	
301200190	测试任务3	
301200200	测试任务4	
301200210	测试任务5	
301200220	测试任务6	
301200230	测试任务7	
301200240	测试任务8	
301200250	测试任务9	
301200260	测试任务10	
301200270	测试任务11	
301200280	测试任务12	
301200290	测试任务13	
301200300	测试任务14	
301200310	测试任务15	
301200320	测试任务16	
301200330	测试任务17	
301200340	测试任务18	
301200350	测试任务19	
301200360	测试任务20	
301200370	测试任务21	
301200380	测试任务22	
301200390	测试任务23	
301200400	测试任务24	
301200410	测试任务25	
301200420	测试任务26	
301200430	测试任务27	
301200440	测试任务28	
301200450	测试任务29	
301200460	测试任务30	
301200470	测试任务31	
301200480	测试任务32	
301200490	测试任务33	
301200500	测试任务34	
301200510	测试任务35	
301200520	测试任务36	
301200530	测试任务37	
301200540	测试任务38	
301200550	测试任务39	
301200560	测试任务40	
301200570	测试任务41	
301200580	测试任务42	
301200590	测试任务43	
301200600	测试任务44	
301200610	测试任务45	
301200620	测试任务46	
301200630	测试任务47	
301200640	测试任务48	
301200650	测试任务49	
301200660	测试任务50	
301200670	测试任务51	
301200680	测试任务52	
301200690	测试任务53	
301200700	测试任务54	
301200710	测试任务55	
301200720	测试任务56	
301200730	测试任务57	
301200740	测试任务58	
301101010	征服之路	
301101020	火力加持	
301101030	征服之路	
301101040	安营扎寨	
301101050	雄霸一方	
301101060	文明伊始	
301101070	安营扎寨	
301101080	征服之路	
301101090	安营扎寨	
301101100	安营扎寨	
301101110	雄霸一方	
301101120	英雄煮酒	
301101130	征服之路	
301101140	囤积居奇	
301101150	大国重器	
301101160	雄霸一方	
301101170	积草屯粮	
301101180	枝繁叶茂	
301101190	征服之路	
301101200	小有资产	
301101210	不可小视	
301101220	雄霸一方	
301101230	雄霸一方	
301101240	雄霸一方	
301101250	雄霸一方	
301101260	雄霸一方	
301101270	雄霸一方	
301101280	雄霸一方	
301101290	雄霸一方	
301101300	雄霸一方	
301101310	雄霸一方	
301101320	雄霸一方	
301101330	雄霸一方	
301101340	雄霸一方	
301101350	雄霸一方	
301101360	雄霸一方	
301101370	雄霸一方	
301101380	雄霸一方	
301101390	雄霸一方	
301101400	雄霸一方	
301101410	雄霸一方	
301101420	雄霸一方	
301101430	兵强马壮	
301101440	火力凶猛	
301101450	科技强国	
301101460	休养生息	
301101470	充盈国库	
301101480	自强不息	
310210010	升级酒馆	
310210020	升级酒馆	
310210030	升级酒馆	
310210040	升级酒馆	
310210050	升级酒馆	
310210060	升级酒馆	
310210070	升级酒馆	
310210080	升级酒馆	
310210090	升级酒馆	
310210100	升级酒馆	
310210110	升级酒馆	
310210120	升级酒馆	
310210130	升级酒馆	
310210140	升级酒馆	
310210150	升级酒馆	
310210160	升级酒馆	
310210170	升级酒馆	
310210180	升级酒馆	
310210190	升级酒馆	
310210200	升级酒馆	
310210210	升级酒馆	
310210220	升级酒馆	
310210230	升级酒馆	
310210240	升级酒馆	
310211010	升级农场	
310211020	升级农场	
310211030	升级农场	
310211040	升级农场	
310211050	升级农场	
310211060	升级农场	
310211070	升级农场	
310211080	升级农场	
310211090	升级农场	
310211100	升级农场	
310211110	升级农场	
310211120	升级农场	
310211130	升级农场	
310211140	升级农场	
310211150	升级农场	
310211160	升级农场	
310211170	升级农场	
310211180	升级农场	
310211190	升级农场	
310211200	升级农场	
310211210	升级农场	
310211220	升级农场	
310211230	升级农场	
310211240	升级农场	
310212010	升级木材厂	
310212020	升级木材厂	
310212030	升级木材厂	
310212040	升级木材厂	
310212050	升级木材厂	
310212060	升级木材厂	
310212070	升级木材厂	
310212080	升级木材厂	
310212090	升级木材厂	
310212100	升级木材厂	
310212110	升级木材厂	
310212120	升级木材厂	
310212130	升级木材厂	
310212140	升级木材厂	
310212150	升级木材厂	
310212160	升级木材厂	
310212170	升级木材厂	
310212180	升级木材厂	
310212190	升级木材厂	
310212200	升级木材厂	
310212210	升级木材厂	
310212220	升级木材厂	
310212230	升级木材厂	
310212240	升级木材厂	
310213010	升级铁矿场	
310213020	升级铁矿场	
310213030	升级铁矿场	
310213040	升级铁矿场	
310213050	升级铁矿场	
310213060	升级铁矿场	
310213070	升级铁矿场	
310213080	升级铁矿场	
310213090	升级铁矿场	
310213100	升级铁矿场	
310213110	升级铁矿场	
310213120	升级铁矿场	
310213130	升级铁矿场	
310213140	升级铁矿场	
310213150	升级铁矿场	
310213160	升级铁矿场	
310213170	升级铁矿场	
310213180	升级铁矿场	
310213190	升级铁矿场	
310213200	升级铁矿场	
310213210	升级铁矿场	
310213220	升级铁矿场	
310213230	升级铁矿场	
310213240	升级铁矿场	
310214010	升级银矿场	
310214020	升级银矿场	
310214030	升级银矿场	
310214040	升级银矿场	
310214050	升级银矿场	
310214060	升级银矿场	
310214070	升级银矿场	
310214080	升级银矿场	
310214090	升级银矿场	
310214100	升级银矿场	
310214110	升级银矿场	
310214120	升级银矿场	
310214130	升级银矿场	
310214140	升级银矿场	
310214150	升级银矿场	
310214160	升级银矿场	
310214170	升级银矿场	
310214180	升级银矿场	
310214190	升级银矿场	
310214200	升级银矿场	
310214210	升级银矿场	
310214220	升级银矿场	
310214230	升级银矿场	
310214240	升级银矿场	
310215010	升级仓库	
310215020	升级仓库	
310215030	升级仓库	
310215040	升级仓库	
310215050	升级仓库	
310215060	升级仓库	
310215070	升级仓库	
310215080	升级仓库	
310215090	升级仓库	
310215100	升级仓库	
310215110	升级仓库	
310215120	升级仓库	
310215130	升级仓库	
310215140	升级仓库	
310215150	升级仓库	
310215160	升级仓库	
310215170	升级仓库	
310215180	升级仓库	
310215190	升级仓库	
310215200	升级仓库	
310215210	升级仓库	
310215220	升级仓库	
310215230	升级仓库	
310215240	升级仓库	
310216010	升级步兵营地	
310216020	升级步兵营地	
310216030	升级步兵营地	
310216040	升级步兵营地	
310216050	升级步兵营地	
310216060	升级步兵营地	
310216070	升级步兵营地	
310216080	升级步兵营地	
310216090	升级步兵营地	
310216100	升级步兵营地	
310216110	升级步兵营地	
310216120	升级步兵营地	
310216130	升级步兵营地	
310216140	升级步兵营地	
310216150	升级步兵营地	
310216160	升级步兵营地	
310216170	升级步兵营地	
310216180	升级步兵营地	
310216190	升级步兵营地	
310216200	升级步兵营地	
310216210	升级步兵营地	
310216220	升级步兵营地	
310216230	升级步兵营地	
310216240	升级步兵营地	
310217010	升级火枪兵营地	
310217020	升级火枪兵营地	
310217030	升级火枪兵营地	
310217040	升级火枪兵营地	
310217050	升级火枪兵营地	
310217060	升级火枪兵营地	
310217070	升级火枪兵营地	
310217080	升级火枪兵营地	
310217090	升级火枪兵营地	
310217100	升级火枪兵营地	
310217110	升级火枪兵营地	
310217120	升级火枪兵营地	
310217130	升级火枪兵营地	
310217140	升级火枪兵营地	
310217150	升级火枪兵营地	
310217160	升级火枪兵营地	
310217170	升级火枪兵营地	
310217180	升级火枪兵营地	
310217190	升级火枪兵营地	
310217200	升级火枪兵营地	
310217210	升级火枪兵营地	
310217220	升级火枪兵营地	
310217230	升级火枪兵营地	
310217240	升级火枪兵营地	
310218010	升级骑兵营地	
310218020	升级骑兵营地	
310218030	升级骑兵营地	
310218040	升级骑兵营地	
310218050	升级骑兵营地	
310218060	升级骑兵营地	
310218070	升级骑兵营地	
310218080	升级骑兵营地	
310218090	升级骑兵营地	
310218100	升级骑兵营地	
310218110	升级骑兵营地	
310218120	升级骑兵营地	
310218130	升级骑兵营地	
310218140	升级骑兵营地	
310218150	升级骑兵营地	
310218160	升级骑兵营地	
310218170	升级骑兵营地	
310218180	升级骑兵营地	
310218190	升级骑兵营地	
310218200	升级骑兵营地	
310218210	升级骑兵营地	
310218220	升级骑兵营地	
310218230	升级骑兵营地	
310218240	升级骑兵营地	
310219010	升级炮塔中心	
310219020	升级炮塔中心	
310219030	升级炮塔中心	
310219040	升级炮塔中心	
310219050	升级炮塔中心	
310219060	升级炮塔中心	
310219070	升级炮塔中心	
310219080	升级炮塔中心	
310219090	升级炮塔中心	
310219100	升级炮塔中心	
310219110	升级炮塔中心	
310219120	升级炮塔中心	
310219130	升级炮塔中心	
310219140	升级炮塔中心	
310219150	升级炮塔中心	
310219160	升级炮塔中心	
310219170	升级炮塔中心	
310219180	升级炮塔中心	
310219190	升级炮塔中心	
310219200	升级炮塔中心	
310219210	升级炮塔中心	
310219220	升级炮塔中心	
310219230	升级炮塔中心	
310219240	升级炮塔中心	
310220010	升级医院	
310220020	升级医院	
310220030	升级医院	
310220040	升级医院	
310220050	升级医院	
310220060	升级医院	
310220070	升级医院	
310220080	升级医院	
310220090	升级医院	
310220100	升级医院	
310220110	升级医院	
310220120	升级医院	
310220130	升级医院	
310220140	升级医院	
310220150	升级医院	
310220160	升级医院	
310220170	升级医院	
310220180	升级医院	
310220190	升级医院	
310220200	升级医院	
310220210	升级医院	
310220220	升级医院	
310220230	升级医院	
310220240	升级医院	
310221010	升级学院	
310221020	升级学院	
310221030	升级学院	
310221040	升级学院	
310221050	升级学院	
310221060	升级学院	
310221070	升级学院	
310221080	升级学院	
310221090	升级学院	
310221100	升级学院	
310221110	升级学院	
310221120	升级学院	
310221130	升级学院	
310221140	升级学院	
310221150	升级学院	
310221160	升级学院	
310221170	升级学院	
310221180	升级学院	
310221190	升级学院	
310221200	升级学院	
310221210	升级学院	
310221220	升级学院	
310221230	升级学院	
310221240	升级学院	
310222010	升级机枪塔	
310222020	升级机枪塔	
310222030	升级机枪塔	
310222040	升级机枪塔	
310222050	升级机枪塔	
310222060	升级机枪塔	
310222070	升级机枪塔	
310222080	升级机枪塔	
310222090	升级机枪塔	
310222100	升级机枪塔	
310222110	升级机枪塔	
310222120	升级机枪塔	
310222130	升级机枪塔	
310222140	升级机枪塔	
310222150	升级机枪塔	
310222160	升级机枪塔	
310222170	升级机枪塔	
310222180	升级机枪塔	
310222190	升级机枪塔	
310222200	升级机枪塔	
310222210	升级机枪塔	
310222220	升级机枪塔	
310222230	升级机枪塔	
310222240	升级机枪塔	
310223010	升级加农炮	
310223020	升级加农炮	
310223030	升级加农炮	
310223040	升级加农炮	
310223050	升级加农炮	
310223060	升级加农炮	
310223070	升级加农炮	
310223080	升级加农炮	
310223090	升级加农炮	
310223100	升级加农炮	
310223110	升级加农炮	
310223120	升级加农炮	
310223130	升级加农炮	
310223140	升级加农炮	
310223150	升级加农炮	
310223160	升级加农炮	
310223170	升级加农炮	
310223180	升级加农炮	
310223190	升级加农炮	
310223200	升级加农炮	
310223210	升级加农炮	
310223220	升级加农炮	
310223230	升级加农炮	
310223240	升级加农炮	
310224010	升级重炮	
310224020	升级重炮	
310224030	升级重炮	
310224040	升级重炮	
310224050	升级重炮	
310224060	升级重炮	
310224070	升级重炮	
310224080	升级重炮	
310224090	升级重炮	
310224100	升级重炮	
310224110	升级重炮	
310224120	升级重炮	
310224130	升级重炮	
310224140	升级重炮	
310224150	升级重炮	
310224160	升级重炮	
310224170	升级重炮	
310224180	升级重炮	
310224190	升级重炮	
310224200	升级重炮	
310224210	升级重炮	
310224220	升级重炮	
310224230	升级重炮	
310224240	升级重炮	
310225010	升级机枪兵营地	
310225020	升级机枪兵营地	
310225030	升级机枪兵营地	
310225040	升级机枪兵营地	
310225050	升级机枪兵营地	
310225060	升级机枪兵营地	
310225070	升级机枪兵营地	
310225080	升级机枪兵营地	
310225090	升级机枪兵营地	
310225100	升级机枪兵营地	
310225110	升级机枪兵营地	
310225120	升级机枪兵营地	
310225130	升级机枪兵营地	
310225140	升级机枪兵营地	
310225150	升级机枪兵营地	
310225160	升级机枪兵营地	
310225170	升级机枪兵营地	
310225180	升级机枪兵营地	
310225190	升级机枪兵营地	
310225200	升级机枪兵营地	
310225210	升级机枪兵营地	
310225220	升级机枪兵营地	
310225230	升级机枪兵营地	
310225240	升级机枪兵营地	
310226010	升级掷弹兵营地	
310226020	升级掷弹兵营地	
310226030	升级掷弹兵营地	
310226040	升级掷弹兵营地	
310226050	升级掷弹兵营地	
310226060	升级掷弹兵营地	
310226070	升级掷弹兵营地	
310226080	升级掷弹兵营地	
310226090	升级掷弹兵营地	
310226100	升级掷弹兵营地	
310226110	升级掷弹兵营地	
310226120	升级掷弹兵营地	
310226130	升级掷弹兵营地	
310226140	升级掷弹兵营地	
310226150	升级掷弹兵营地	
310226160	升级掷弹兵营地	
310226170	升级掷弹兵营地	
310226180	升级掷弹兵营地	
310226190	升级掷弹兵营地	
310226200	升级掷弹兵营地	
310226210	升级掷弹兵营地	
310226220	升级掷弹兵营地	
310226230	升级掷弹兵营地	
310226240	升级掷弹兵营地	
310230010	训练步兵	
310230020	训练步兵	
310230030	训练步兵	
310230040	训练步兵	
310230050	训练步兵	
310230060	训练步兵	
310230070	训练步兵	
310230080	训练步兵	
310230090	训练步兵	
310230100	训练步兵	
310230110	训练步兵	
310230120	训练步兵	
310230130	训练步兵	
310230140	训练步兵	
310230150	训练步兵	
310231010	训练火枪兵	
310231020	训练火枪兵	
310231030	训练火枪兵	
310231040	训练火枪兵	
310231050	训练火枪兵	
310231060	训练火枪兵	
310231070	训练火枪兵	
310231080	训练火枪兵	
310231090	训练火枪兵	
310231100	训练火枪兵	
310231110	训练火枪兵	
310231120	训练火枪兵	
310231130	训练火枪兵	
310231140	训练火枪兵	
310231150	训练火枪兵	
310232010	训练骑兵	
310232020	训练骑兵	
310232030	训练骑兵	
310232040	训练骑兵	
310232050	训练骑兵	
310232060	训练骑兵	
310232070	训练骑兵	
310232080	训练骑兵	
310232090	训练骑兵	
310232100	训练骑兵	
310232110	训练骑兵	
310232120	训练骑兵	
310232130	训练骑兵	
310232140	训练骑兵	
310232150	训练骑兵	
310233010	训练机枪兵	
310233020	训练机枪兵	
310233030	训练机枪兵	
310233040	训练机枪兵	
310233050	训练机枪兵	
310233060	训练机枪兵	
310233070	训练机枪兵	
310233080	训练机枪兵	
310233090	训练机枪兵	
310233100	训练机枪兵	
310233110	训练机枪兵	
310233120	训练机枪兵	
310233130	训练机枪兵	
310233140	训练机枪兵	
310233150	训练机枪兵	
310234010	训练掷弹兵	
310234020	训练掷弹兵	
310234030	训练掷弹兵	
310234040	训练掷弹兵	
310234050	训练掷弹兵	
310234060	训练掷弹兵	
310234070	训练掷弹兵	
310234080	训练掷弹兵	
310234090	训练掷弹兵	
310234100	训练掷弹兵	
310234110	训练掷弹兵	
310234120	训练掷弹兵	
310234130	训练掷弹兵	
310234140	训练掷弹兵	
310234150	训练掷弹兵	
310240010	生产粮食	
310240020	生产粮食	
310240030	生产粮食	
310240040	生产粮食	
310240050	生产粮食	
310240060	生产粮食	
310240070	生产粮食	
310240080	生产粮食	
310240090	生产粮食	
310240100	生产粮食	
310241010	生产木材	
310241020	生产木材	
310241030	生产木材	
310241040	生产木材	
310241050	生产木材	
310241060	生产木材	
310241070	生产木材	
310241080	生产木材	
310241090	生产木材	
310241100	生产木材	
310242010	生产黑铁	
310242020	生产黑铁	
310242030	生产黑铁	
310242040	生产黑铁	
310242050	生产黑铁	
310242060	生产黑铁	
310242070	生产黑铁	
310242080	生产黑铁	
310242090	生产黑铁	
310242100	生产黑铁	
310243010	生产秘银	
310243020	生产秘银	
310243030	生产秘银	
310243040	生产秘银	
310243050	生产秘银	
310243060	生产秘银	
310243070	生产秘银	
310243080	生产秘银	
310243090	生产秘银	
310243100	生产秘银	
310246010	普通宝箱	
310246020	普通宝箱	
310246030	普通宝箱	
310246040	普通宝箱	
310246050	普通宝箱	
310246060	普通宝箱	
310246070	普通宝箱	
310246080	普通宝箱	
310246090	普通宝箱	
310246100	普通宝箱	
310246110	普通宝箱	
310246120	普通宝箱	
310246130	普通宝箱	
310246140	普通宝箱	
310246150	普通宝箱	
310246160	普通宝箱	
310246170	普通宝箱	
310246180	普通宝箱	
310246190	普通宝箱	
310246200	普通宝箱	
310247010	高级宝箱	
310247020	高级宝箱	
310247030	高级宝箱	
310247040	高级宝箱	
310247050	高级宝箱	
310247060	高级宝箱	
310247070	高级宝箱	
310247080	高级宝箱	
310247090	高级宝箱	
310247100	高级宝箱	
310247110	高级宝箱	
310247120	高级宝箱	
310247130	高级宝箱	
310247140	高级宝箱	
310247150	高级宝箱	
310247160	高级宝箱	
310247170	高级宝箱	
310247180	高级宝箱	
310247190	高级宝箱	
310247200	高级宝箱	
310250010	英雄升级	
310250020	英雄升级	
310250030	英雄升级	
310250040	英雄升级	
310250050	英雄升级	
310250060	英雄升级	
310250070	英雄升级	
310250080	英雄升级	
310250090	英雄升级	
310250100	英雄升级	
310250110	英雄升级	
310250120	英雄升级	
310250130	英雄升级	
310250140	英雄升级	
310250150	英雄升级	
310251010	猛将如云	
310251020	猛将如云	
310251030	猛将如云	
310251040	猛将如云	
310251050	猛将如云	
310251060	猛将如云	
310251070	猛将如云	
310251080	猛将如云	
310251090	猛将如云	
310251100	猛将如云	
310251110	猛将如云	
310251120	猛将如云	
310252010	英雄升星	
310252020	英雄升星	
310252030	英雄升星	
310252040	英雄升星	
310252110	群星璀璨	
310252120	群星璀璨	
310252210	群星璀璨	
310252220	群星璀璨	
310252310	群星璀璨	
310252320	群星璀璨	
310252410	群星璀璨	
310252420	群星璀璨	
310253010	妙手回春	
310253020	妙手回春	
310253030	妙手回春	
310253040	妙手回春	
310253050	妙手回春	
310253060	妙手回春	
310253070	妙手回春	
310253080	妙手回春	
310253090	妙手回春	
310253100	妙手回春	
310253110	妙手回春	
310253120	妙手回春	
310253130	妙手回春	
310253140	妙手回春	
310253150	妙手回春	
310253160	妙手回春	
310253170	妙手回春	
310253180	妙手回春	
310253190	妙手回春	
310253200	妙手回春	
310254010	巨炮无敌	
310254020	巨炮无敌	
310254030	巨炮无敌	
310254040	巨炮无敌	
310254050	巨炮无敌	
310254060	巨炮无敌	
310254070	巨炮无敌	
310254080	巨炮无敌	
310254090	巨炮无敌	
310254100	巨炮无敌	
310260010	科技革新	
310260020	科技革新	
310260030	科技革新	
310260040	科技革新	
310260050	科技革新	
310260110	科技革新	
310260120	科技革新	
310260130	科技革新	
310260140	科技革新	
310260150	科技革新	
310260210	科技革新	
310260220	科技革新	
310260230	科技革新	
310260240	科技革新	
310260250	科技革新	
310260310	科技革新	
310260320	科技革新	
310260330	科技革新	
310260340	科技革新	
310260350	科技革新	
310260410	科技革新	
310260420	科技革新	
310260430	科技革新	
310260440	科技革新	
310260450	科技革新	
310260510	科技革新	
310260520	科技革新	
310260530	科技革新	
310260540	科技革新	
310260550	科技革新	
310260610	科技革新	
310260620	科技革新	
310260630	科技革新	
310260640	科技革新	
310260650	科技革新	
310260660	科技革新	
310260670	科技革新	
310260680	科技革新	
310260690	科技革新	
310260700	科技革新	
310260710	科技革新	
310260720	科技革新	
310260730	科技革新	
310260740	科技革新	
310260750	科技革新	
310260760	科技革新	
310260770	科技革新	
310260780	科技革新	
310260790	科技革新	
310260800	科技革新	
310260810	科技革新	
310260820	科技革新	
310260830	科技革新	
310260840	科技革新	
310260850	科技革新	
310260860	科技革新	
310260870	科技革新	
310260880	科技革新	
310260890	科技革新	
310260900	科技革新	
310260910	科技革新	
310260920	科技革新	
310260930	科技革新	
310260940	科技革新	
310260950	科技革新	
310260960	科技革新	
310260970	科技革新	
310260980	科技革新	
310260990	科技革新	
310261000	科技革新	
310261010	科技革新	
310261020	科技革新	
310261030	科技革新	
310261040	科技革新	
310261050	科技革新	
310261060	科技革新	
310261070	科技革新	
310261080	科技革新	
310261090	科技革新	
310261100	科技革新	
310261110	科技革新	
310261120	科技革新	
310261130	科技革新	
310261140	科技革新	
310261150	科技革新	
310261160	科技革新	
310261170	科技革新	
310261180	科技革新	
310261190	科技革新	
310261200	科技革新	
310265010	科技革新	
310265110	科技革新	
310265120	科技革新	
310265130	科技革新	
310265140	科技革新	
310265150	科技革新	
310265210	科技革新	
310265220	科技革新	
310265230	科技革新	
310265240	科技革新	
310265250	科技革新	
310265310	科技革新	
310265320	科技革新	
310265330	科技革新	
310265340	科技革新	
310265350	科技革新	
310265410	科技革新	
310265420	科技革新	
310265430	科技革新	
310265440	科技革新	
310265450	科技革新	
310265510	科技革新	
310265520	科技革新	
310265530	科技革新	
310265540	科技革新	
310265550	科技革新	
310265710	科技革新	
310265720	科技革新	
310265730	科技革新	
310265740	科技革新	
310265750	科技革新	
310265910	科技革新	
310265920	科技革新	
310265930	科技革新	
310265940	科技革新	
310265950	科技革新	
310266010	科技革新	
310266020	科技革新	
310266030	科技革新	
310266040	科技革新	
310266050	科技革新	
310266110	科技革新	
310266120	科技革新	
310266130	科技革新	
310266140	科技革新	
310266150	科技革新	
310266210	科技革新	
310266220	科技革新	
310266230	科技革新	
310266240	科技革新	
310266250	科技革新	
310266310	科技革新	
310266320	科技革新	
310266330	科技革新	
310266340	科技革新	
310266350	科技革新	
310266510	科技革新	
310266520	科技革新	
310266530	科技革新	
310266540	科技革新	
310266550	科技革新	
310266610	科技革新	
310266620	科技革新	
310266630	科技革新	
310266640	科技革新	
310266650	科技革新	
310266710	科技革新	
310266720	科技革新	
310266730	科技革新	
310266740	科技革新	
310266750	科技革新	
310266810	科技革新	
310266820	科技革新	
310266830	科技革新	
310266840	科技革新	
310266850	科技革新	
310266910	科技革新	
310266920	科技革新	
310266930	科技革新	
310266940	科技革新	
310266950	科技革新	
310267110	科技革新	
310267120	科技革新	
310267130	科技革新	
310267140	科技革新	
310267150	科技革新	
310267210	科技革新	
310267220	科技革新	
310267230	科技革新	
310267240	科技革新	
310267250	科技革新	
310267310	科技革新	
310267320	科技革新	
310267330	科技革新	
310267340	科技革新	
310267350	科技革新	
310267410	科技革新	
310267420	科技革新	
310267430	科技革新	
310267440	科技革新	
310267450	科技革新	
310267510	科技革新	
310267520	科技革新	
310267530	科技革新	
310267540	科技革新	
310267550	科技革新	
310267610	科技革新	
310267620	科技革新	
310267630	科技革新	
310267640	科技革新	
310267650	科技革新	
310267710	科技革新	
310267720	科技革新	
310267730	科技革新	
310267740	科技革新	
310267750	科技革新	
310267810	科技革新	
310267820	科技革新	
310267830	科技革新	
310267840	科技革新	
310267850	科技革新	
310267910	科技革新	
310267920	科技革新	
310267930	科技革新	
310267940	科技革新	
310267950	科技革新	
310270010	过关斩将	
310270020	过关斩将	
310270030	过关斩将	
310270040	过关斩将	
310270050	过关斩将	
310270060	过关斩将	
310270070	过关斩将	
310270080	过关斩将	
310270090	过关斩将	
301200171	测试：酒馆任意宝箱抽奖2次	
301200181	测试:普通宝箱抽2次	
301200191	测试:高级宝箱抽2次	
301200201	测试:酒馆累计抽3次	
301200211	测试:普通宝箱累计抽3次	
301200221	测试:高级宝箱累计抽3次	
301200231	测试:收取任意资源12次	
301200241	测试:收取粮食3次	
301200251	测试:收取木头3次	
301200261	测试:收取黑铁3次	
301200271	测试:收取秘银3次	
301200281	测试:累计收取任意资源20次	
301200291	测试:累计收取粮食5次	
301200301	测试:累计收取木头5次	
301200311	测试:累计收取黑铁5次	
301200321	测试:累计收取秘银5次	
301200331	测试:收取任意资源80份	
301200341	测试:收取粮食20份	
301200351	测试:收取木头20份	
301200361	测试:收取黑铁20份	
301200371	测试:收取秘银20份	
301200381	测试:累计收取任意资源160份	
301200391	测试:累计收取粮食40份	
301200401	测试:累计收取木头40份	
301200411	测试:累计收取黑铁40份	
301200421	测试:累计收取秘银40份	
301200431	测试:使用任意道具2个	
301200441	测试:使用【1000粮食】1个	
301200451	测试:累计使用任意道具4个	
301200461	测试:累计使用【10000黑铁】2个	
301200471	测试:治疗任意士兵10个	
301200481	测试:治疗步兵5个	
301200491	测试:累计治疗任意士兵20个	
301200501	测试:累计治疗步兵10个	
301200511	测试：战斗中使用高爆火箭技能1次	
301200521	测试：战斗中使用任意技能2次	
301200531	测试：战斗中累计使用火炮弹幕技能2次	
301200541	测试：战斗中累计使用任意技能4次	
301200551	测试：战斗中摧毁重炮2个	
301200561	测试：战斗中摧毁任意建筑5个	
301200571	测试：战斗中累计摧毁重炮4个	
301200581	测试：战斗中累计摧毁任意建筑10个	
301200591	测试：升级任意英雄2次	
301200601	测试：将2个英雄升级到3级	
301200611	测试：升星任意英雄2次	
301200621	测试：将3个英雄升级到2星	
301200631	测试：挑战1次关卡	
301200641	测试：通关第2关	
301200651	测试：累计在大地图上击杀3次2级怪物	
301200661	测试：在地图上击杀2次3级怪物	
301200671	测试：累计使用5个任意资源包	
301200681	测试：使用3个任意加速道具	
301200691	测试：升级任意建筑3次	
301200701	测试：升级步兵营地2次	
301200711	测试：建造任意建筑3个	
301200721	测试：建造农场2个	
301200731	测试：累计建造任意建筑5个	
301200741	测试：累计建造木材厂2个	
301101011	通关关卡1-1	
301101021	建造1座重炮	
301101031	通关关卡1-2	
301101041	建造骑兵营地	
301101051	升级主城堡到2级	
301101061	建造学院	
301101071	建造火枪兵营地	
301101081	通关关卡1-3	
301101091	建造机枪兵营地	
301101101	建造掷弹兵营地	
301101111	升级主城堡到3级	
301101121	建造酒馆	
301101131	通关关卡1-4	
301101141	建造仓库	
301101151	建造炮塔中心	
301101161	升级主城堡到4级	
301101171	建造1座农场	
301101181	建造1座木材厂	
301101191	通关关卡1-5	
301101201	建造1座铁矿场	
301101211	建造1座银矿场	
301101221	升级主城堡到5级	
301101231	升级主城堡到6级	
301101241	升级主城堡到7级	
301101251	升级主城堡到8级	
301101261	升级主城堡到9级	
301101271	升级主城堡到10级	
301101281	升级主城堡到11级	
301101291	升级主城堡到12级	
301101301	升级主城堡到13级	
301101311	升级主城堡到14级	
301101321	升级主城堡到15级	
301101331	升级主城堡到16级	
301101341	升级主城堡到17级	
301101351	升级主城堡到18级	
301101361	升级主城堡到19级	
301101371	升级主城堡到20级	
301101381	升级主城堡到21级	
301101391	升级主城堡到22级	
301101401	升级主城堡到23级	
301101411	升级主城堡到24级	
301101421	升级主城堡到25级	
301101431	训练20名骑兵	
301101441	训练20名火枪兵	
301101451	升级1次科技	
301101461	治疗1次伤兵	
301101471	开启1次任意宝箱	
301101481	升级任意1名英雄到2级	
310210011	将酒馆升至2级	
310210021	将酒馆升至3级	
310210031	将酒馆升至4级	
310210041	将酒馆升至5级	
310210051	将酒馆升至6级	
310210061	将酒馆升至7级	
310210071	将酒馆升至8级	
310210081	将酒馆升至9级	
310210091	将酒馆升至10级	
310210101	将酒馆升至11级	
310210111	将酒馆升至12级	
310210121	将酒馆升至13级	
310210131	将酒馆升至14级	
310210141	将酒馆升至15级	
310210151	将酒馆升至16级	
310210161	将酒馆升至17级	
310210171	将酒馆升至18级	
310210181	将酒馆升至19级	
310210191	将酒馆升至20级	
310210201	将酒馆升至21级	
310210211	将酒馆升至22级	
310210221	将酒馆升至23级	
310210231	将酒馆升至24级	
310210241	将酒馆升至25级	
310211011	将农场升至2级	
310211021	将农场升至3级	
310211031	将农场升至4级	
310211041	将农场升至5级	
310211051	将农场升至6级	
310211061	将农场升至7级	
310211071	将农场升至8级	
310211081	将农场升至9级	
310211091	将农场升至10级	
310211101	将农场升至11级	
310211111	将农场升至12级	
310211121	将农场升至13级	
310211131	将农场升至14级	
310211141	将农场升至15级	
